O*NET-SOC Code,Title,original,narrow,narrow_weight_share,narrow_delta,broad,broad_weight_share,broad_delta,soc6
39-3012.00,Gambling and Sports Book Writers and Runners,0.5393,0.5378,0.029341257759142817,-0.0015000000000000568,0.5378,0.029341257759142817,-0.0015000000000000568,39-3012
33-1091.00,First-Line Supervisors of Security Workers,0.5392,0.4989,0.18620150474100716,-0.0403,0.4667,0.27974064080899796,-0.07250000000000001,33-1091
29-1181.00,Audiologists,0.5376,0.5324,0.0527241536490786,-0.005199999999999982,0.5219,0.10490137624370617,-0.015699999999999936,29-1181
29-1215.00,Family Medicine Physicians,0.5376,0.5376,0.0,0.0,0.5376,0.0,0.0,29-1215
27-1027.00,Set and Exhibit Designers,0.5365,0.5111,0.08167800538888143,-0.025399999999999978,0.5111,0.08167800538888143,-0.025399999999999978,27-1027
19-2031.00,Chemists,0.5356,0.5277,0.07852861174681519,-0.007900000000000018,0.5277,0.07852861174681519,-0.007900000000000018,19-2031
27-4011.00,Audio and Video Technicians,0.5341,0.5313,0.05563818795841414,-0.0028000000000000247,0.4577,0.2236550040526157,-0.07640000000000002,27-4011
43-5011.00,Cargo and Freight Agents,0.5337,0.5181,0.1860236035231385,-0.015599999999999947,0.5129,0.22072739905797797,-0.02079999999999993,43-5011
19-5012.00,Occupational Health and Safety Technicians,0.5334,0.53,0.04536065155360132,-0.0033999999999999586,0.53,0.04536065155360132,-0.0033999999999999586,19-5012
29-1229.06,Sports Medicine Physicians,0.5328,0.5249,0.02984691805774703,-0.007900000000000018,0.5249,0.02984691805774703,-0.007900000000000018,29-1229
29-1141.02,Advanced Practice Psychiatric Nurses,0.5326,0.5326,0.0,0.0,0.5326,0.0,0.0,29-1141
43-2021.00,Telephone Operators,0.5325,0.5325,0.0,0.0,0.3747,0.35959157495369765,-0.1578,43-2021
21-1092.00,Probation Officers and Correctional Treatment Specialists,0.5312,0.5312,0.0,0.0,0.5312,0.0,0.0,21-1092
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",0.5307,0.5282,0.048808897073394954,-0.0024999999999999467,0.5282,0.048808897073394954,-0.0024999999999999467,11-9013
27-4012.00,Broadcast Technicians,0.5304,0.5304,0.0,0.0,0.3459,0.47725278141677957,-0.1845,27-4012
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.5293,0.5203,0.14580052372085256,-0.009000000000000008,0.5203,0.14580052372085256,-0.009000000000000008,37-1012
33-9099.02,Retail Loss Prevention Specialists,0.5292,0.5216,0.05083928715094392,-0.007600000000000051,0.5216,0.05083928715094392,-0.007600000000000051,33-9099
29-1217.00,Neurologists,0.5292,0.5292,0.0,0.0,0.5292,0.0,0.0,29-1217
33-3021.00,Detectives and Criminal Investigators,0.5287,0.5023,0.1311253251551217,-0.02639999999999998,0.5023,0.1311253251551217,-0.02639999999999998,33-3021
29-1229.01,Allergists and Immunologists,0.528,0.528,0.0,0.0,0.528,0.0,0.0,29-1229
33-2021.00,Fire Inspectors and Investigators,0.5267,0.5267,0.0,0.0,0.5267,0.0,0.0,33-2021
29-1122.00,Occupational Therapists,0.5264,0.5005,0.12338053758109264,-0.025900000000000034,0.5005,0.12338053758109264,-0.025900000000000034,29-1122
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,0.5263,0.5231,0.06416776804624355,-0.0031999999999999806,0.5231,0.06416776804624355,-0.0031999999999999806,37-1011
11-3051.04,Biomass Power Plant Managers,0.5255,0.5028,0.0755495128779825,-0.022699999999999942,0.4589,0.23535144084659174,-0.06659999999999999,11-3051
29-1129.02,Music Therapists,0.5244,0.5165,0.07251996701360065,-0.007900000000000018,0.5165,0.07251996701360065,-0.007900000000000018,29-1129
27-2032.00,Choreographers,0.5231,0.5231,0.0464653771833992,0.0,0.5231,0.0464653771833992,0.0,27-2032
53-2021.00,Air Traffic Controllers,0.523,0.4952,0.14285535085279458,-0.027800000000000047,0.4806,0.1794093914040002,-0.04239999999999999,53-2021
53-2012.00,Commercial Pilots,0.5198,0.5198,0.0,0.0,0.5,0.131938641197135,-0.01980000000000004,53-2012
21-1022.00,Healthcare Social Workers,0.5193,0.5193,0.0,0.0,0.5193,0.0,0.0,21-1022
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",0.5177,0.512,0.11507862495559583,-0.005700000000000038,0.4908,0.1680197987881606,-0.026900000000000035,43-4081
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.5171,0.4892,0.11727993576879463,-0.02789999999999998,0.4892,0.11727993576879463,-0.02789999999999998,35-9031
27-2022.00,Coaches and Scouts,0.5166,0.5166,0.0,0.0,0.5166,0.0,0.0,27-2022
29-1171.00,Nurse Practitioners,0.515,0.515,0.0,0.0,0.4945,0.03841063139620854,-0.020500000000000018,29-1171
19-4021.00,Biological Technicians,0.5138,0.4925,0.28273594938561664,-0.02130000000000004,0.4925,0.28273594938561664,-0.02130000000000004,19-4021
21-1013.00,Marriage and Family Therapists,0.5133,0.5133,0.0,0.0,0.5133,0.0,0.0,21-1013
33-3052.00,Transit and Railroad Police,0.5126,0.4644,0.19544870058615177,-0.048199999999999965,0.4644,0.19544870058615177,-0.048199999999999965,33-3052
27-2023.00,"Umpires, Referees, and Other Sports Officials",0.5119,0.5119,0.0,0.0,0.5119,0.0,0.0,27-2023
53-3031.00,Driver/Sales Workers,0.5108,0.4866,0.1346686204723223,-0.024200000000000055,0.4635,0.28872806408509233,-0.04730000000000001,53-3031
19-4071.00,Forest and Conservation Technicians,0.51,0.4809,0.20237202343160332,-0.029100000000000015,0.4809,0.20237202343160332,-0.029100000000000015,19-4071
51-9161.00,Computer Numerically Controlled Tool Operators,0.5097,0.4865,0.3268259618424059,-0.023200000000000054,0.4845,0.3675562614190852,-0.025200000000000056,51-9161
11-3051.03,Biofuels Production Managers,0.5068,0.5068,0.0,0.0,0.4775,0.1462409600954139,-0.029300000000000048,11-3051
21-1014.00,Mental Health Counselors,0.5047,0.5047,0.0,0.0,0.5047,0.0,0.0,21-1014
33-3021.02,Police Identification and Records Officers,0.504,0.504,0.0,0.0,0.504,0.0,0.0,33-3021
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",0.5032,0.5032,0.0,0.0,0.4706,0.1496189443568462,-0.03259999999999996,53-5021
19-4013.00,Food Science Technicians,0.5026,0.4863,0.1623595914046747,-0.016300000000000037,0.4863,0.1623595914046747,-0.016300000000000037,19-4013
19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.502,0.4589,0.264179104303714,-0.04310000000000003,0.4589,0.264179104303714,-0.04310000000000003,19-4042
29-1125.00,Recreational Therapists,0.5017,0.5017,0.0,0.0,0.5017,0.0,0.0,29-1125
39-7011.00,Tour Guides and Escorts,0.5013,0.4972,0.08337161420558273,-0.0040999999999999925,0.4938,0.10576695034443959,-0.007499999999999951,39-7011
21-1094.00,Community Health Workers,0.5005,0.4997,0.017299936368090827,-0.0007999999999999674,0.4997,0.017299936368090827,-0.0007999999999999674,21-1094
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.5004,0.5004,0.0,0.0,0.5004,0.0,0.0,21-1011
19-4031.00,Chemical Technicians,0.4952,0.4309,0.2837588095419538,-0.06429999999999997,0.4236,0.3206223673072533,-0.0716,19-4031
25-2011.00,"Preschool Teachers, Except Special Education",0.4938,0.4872,0.13232396321648313,-0.006599999999999995,0.4872,0.13232396321648313,-0.006599999999999995,25-2011
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,0.4924,0.4792,0.2096275466704588,-0.01319999999999999,0.4762,0.22461893283175277,-0.016199999999999992,17-3024
17-3028.00,Calibration Technologists and Technicians,0.4917,0.475,0.2,-0.016700000000000048,0.475,0.2,-0.016700000000000048,17-3028
21-1023.00,Mental Health and Substance Abuse Social Workers,0.4912,0.4912,0.0,0.0,0.4912,0.0,0.0,21-1023
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.4912,0.4898,0.02865676443597798,-0.0014000000000000123,0.4865,0.06091955163809422,-0.0047000000000000375,45-1011
53-6051.01,Aviation Inspectors,0.4909,0.4909,0.0,0.0,0.4716,0.0644911796857696,-0.019299999999999984,53-6051
27-2041.00,Music Directors and Composers,0.4894,0.4894,0.0,0.0,0.4817,0.0217908952855185,-0.007699999999999985,27-2041
53-2022.00,Airfield Operations Specialists,0.4887,0.4714,0.047053471381893856,-0.017300000000000038,0.4665,0.07964703304041253,-0.022199999999999998,53-2022
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.4882,0.4732,0.1573915095493545,-0.015000000000000013,0.4732,0.1573915095493545,-0.015000000000000013,49-2094
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",0.4881,0.4777,0.1798878866342109,-0.010399999999999965,0.4777,0.1798878866342109,-0.010399999999999965,39-3031
29-1141.01,Acute Care Nurses,0.4881,0.4765,0.11517191804339394,-0.0116,0.4765,0.11517191804339394,-0.0116,29-1141
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.4866,0.4696,0.1947017364440464,-0.01699999999999996,0.4696,0.1947017364440464,-0.01699999999999996,49-2095
39-9031.00,Exercise Trainers and Group Fitness Instructors,0.4862,0.4542,0.06719816116374328,-0.03200000000000003,0.4542,0.06719816116374328,-0.03200000000000003,39-9031
25-3031.00,"Substitute Teachers, Short-Term",0.4832,0.4832,0.0,0.0,0.4478,0.0643097957702947,-0.03540000000000004,25-3031
29-2011.01,Cytogenetic Technologists,0.4821,0.4572,0.24822541081702504,-0.024899999999999978,0.4461,0.31244917270403383,-0.035999999999999976,29-2011
43-4121.00,"Library Assistants, Clerical",0.4813,0.4531,0.15737567705224859,-0.028200000000000003,0.4464,0.18177975124098963,-0.03489999999999999,43-4121
53-4041.00,Subway and Streetcar Operators,0.4811,0.4811,0.0,0.0,0.4324,0.3250315232835957,-0.04870000000000002,53-4041
33-9091.00,Crossing Guards and Flaggers,0.481,0.4109,0.3731699465301711,-0.0701,0.4109,0.3731699465301711,-0.0701,33-9091
17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.4809,0.4674,0.1640669498562321,-0.013500000000000012,0.444,0.2813664468401946,-0.03689999999999999,17-3026
39-3092.00,Costume Attendants,0.4809,0.4682,0.19381624382087817,-0.012699999999999989,0.4682,0.19381624382087817,-0.012699999999999989,39-3092
29-2036.00,Medical Dosimetrists,0.4807,0.4493,0.2058935895183305,-0.03140000000000004,0.4184,0.39942894106339705,-0.06230000000000002,29-2036
43-5052.00,Postal Service Mail Carriers,0.4789,0.4674,0.1557492415342698,-0.01150000000000001,0.4633,0.18321878191285243,-0.015600000000000003,43-5052
29-1161.00,Nurse Midwives,0.4783,0.4783,0.0,0.0,0.4783,0.0,0.0,29-1161
29-2011.00,Medical and Clinical Laboratory Technologists,0.4772,0.4134,0.3353140029055715,-0.06380000000000002,0.4023,0.40916659676194544,-0.07490000000000002,29-2011
51-8012.00,Power Distributors and Dispatchers,0.4771,0.4371,0.07622510816320141,-0.040000000000000036,0.3606,0.4589873422149664,-0.11650000000000005,51-8012
21-1093.00,Social and Human Service Assistants,0.4752,0.4738,0.0282577319374207,-0.0014000000000000123,0.4738,0.0282577319374207,-0.0014000000000000123,21-1093
29-1299.02,Orthoptists,0.4748,0.4748,0.0,0.0,0.4748,0.0,0.0,29-1299
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",0.4731,0.4677,0.1078068423590827,-0.005400000000000016,0.4607,0.12763047193879706,-0.012400000000000022,25-9042
29-1141.00,Registered Nurses,0.4728,0.4662,0.03276139362741094,-0.006599999999999995,0.4662,0.03276139362741094,-0.006599999999999995,29-1141
29-1071.00,Physician Assistants,0.4728,0.4728,0.0,0.0,0.4728,0.0,0.0,29-1071
33-9093.00,Transportation Security Screeners,0.4725,0.4181,0.19179232044163322,-0.05439999999999995,0.4181,0.19179232044163322,-0.05439999999999995,33-9093
27-2012.05,Media Technical Directors/Managers,0.4723,0.4669,0.054502856367594145,-0.005400000000000016,0.4111,0.2033896711365717,-0.06119999999999998,27-2012
29-1214.00,Emergency Medicine Physicians,0.4712,0.4712,0.0,0.0,0.4712,0.0,0.0,29-1214
51-8011.00,Nuclear Power Reactor Operators,0.4692,0.4671,0.0430449460211598,-0.0020999999999999908,0.4016,0.3115469354673993,-0.0676,51-8011
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.4662,0.4414,0.24423822554654914,-0.02479999999999999,0.4414,0.24423822554654914,-0.02479999999999999,17-3021
29-1299.01,Naturopathic Physicians,0.4662,0.462,0.041385474197953055,-0.0041999999999999815,0.462,0.041385474197953055,-0.0041999999999999815,29-1299
29-1241.00,"Ophthalmologists, Except Pediatric",0.4653,0.4653,0.0,0.0,0.4653,0.0,0.0,29-1241
27-4031.00,"Camera Operators, Television, Video, and Film",0.4645,0.4438,0.13860499179673494,-0.02070000000000005,0.3388,0.42506317380392933,-0.12570000000000003,27-4031
53-4011.00,Locomotive Engineers,0.4642,0.4642,0.0,0.0,0.4232,0.16299541188461183,-0.04099999999999998,53-4011
39-7012.00,Travel Guides,0.4618,0.4366,0.09920414957677212,-0.0252,0.4306,0.13921552159121225,-0.031200000000000006,39-7012
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,0.4613,0.442,0.06559513264351864,-0.019299999999999984,0.4378,0.09334375158737725,-0.023499999999999965,33-1021
53-3033.00,Light Truck Drivers,0.461,0.4562,0.09564010678578237,-0.0048000000000000265,0.4296,0.2728256363935559,-0.03140000000000004,53-3033
29-1218.00,Obstetricians and Gynecologists,0.4609,0.4609,0.0,0.0,0.4609,0.0,0.0,29-1218
29-1242.00,"Orthopedic Surgeons, Except Pediatric",0.4606,0.4572,0.06666666666666667,-0.003400000000000014,0.4572,0.06666666666666667,-0.003400000000000014,29-1242
17-3024.01,Robotics Technicians,0.4589,0.4131,0.34500450527652626,-0.04579999999999995,0.4131,0.34500450527652626,-0.04579999999999995,17-3024
29-1023.00,Orthodontists,0.4587,0.4105,0.2657593129773091,-0.04820000000000002,0.4105,0.2657593129773091,-0.04820000000000002,29-1023
17-3029.01,Non-Destructive Testing Specialists,0.4585,0.4358,0.0715352631460885,-0.022699999999999998,0.4358,0.0715352631460885,-0.022699999999999998,17-3029
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.4583,0.4397,0.29951543750691584,-0.018600000000000005,0.4244,0.3431987042382936,-0.033899999999999986,27-1013
33-2022.00,Forest Fire Inspectors and Prevention Specialists,0.4572,0.4459,0.12106371126623783,-0.011299999999999977,0.4459,0.12106371126623783,-0.011299999999999977,33-2022
19-5011.00,Occupational Health and Safety Specialists,0.4571,0.4422,0.13262975229020604,-0.014900000000000024,0.4422,0.13262975229020604,-0.014900000000000024,19-5011
29-1243.00,Pediatric Surgeons,0.4565,0.4537,0.05555555555555555,-0.0028000000000000247,0.4537,0.05555555555555555,-0.0028000000000000247,29-1243
53-2031.00,Flight Attendants,0.4558,0.4508,0.04009007715168525,-0.0050000000000000044,0.4378,0.07269337997214477,-0.01799999999999996,53-2031
53-6061.00,Passenger Attendants,0.4549,0.4549,0.0,0.0,0.4412,0.09129303583951268,-0.013700000000000045,53-6061
29-1213.00,Dermatologists,0.4503,0.4503,0.0,0.0,0.4503,0.0,0.0,29-1213
29-1128.00,Exercise Physiologists,0.4489,0.4489,0.0,0.0,0.4334,0.07766801007516187,-0.015500000000000014,29-1128
29-1131.00,Veterinarians,0.4487,0.4423,0.06346878365124303,-0.006399999999999961,0.4115,0.1251770184044023,-0.03720000000000001,29-1131
29-1216.00,General Internal Medicine Physicians,0.4476,0.4476,0.0,0.0,0.4476,0.0,0.0,29-1216
39-9041.00,Residential Advisors,0.4462,0.4338,0.16082646349310498,-0.012399999999999967,0.4338,0.16082646349310498,-0.012399999999999967,39-9041
29-1221.00,"Pediatricians, General",0.4449,0.4449,0.0,0.0,0.4449,0.0,0.0,29-1221
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,0.443,0.4206,0.12691519538162988,-0.02240000000000003,0.4206,0.12691519538162988,-0.02240000000000003,47-1011
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",0.4423,0.4423,0.0,0.0,0.4075,0.2317634901713952,-0.03480000000000005,53-2011
29-1212.00,Cardiologists,0.442,0.442,0.0,0.0,0.42,0.12,-0.02200000000000002,29-1212
29-9091.00,Athletic Trainers,0.4412,0.4341,0.14074683999190235,-0.007099999999999995,0.4269,0.19855906300710116,-0.01429999999999998,29-9091
43-9071.00,"Office Machine Operators, Except Computer",0.4399,0.383,0.3502582442833686,-0.056900000000000006,0.281,0.6053953994033258,-0.15889999999999999,43-9071
53-6011.00,Bridge and Lock Tenders,0.4387,0.4195,0.24141374494651005,-0.019199999999999995,0.3721,0.4783203104084641,-0.06659999999999999,53-6011
17-3029.08,Photonics Technicians,0.4376,0.3954,0.43304111860530115,-0.042200000000000015,0.3892,0.47448433686841074,-0.0484,17-3029
49-9062.00,Medical Equipment Repairers,0.4348,0.3982,0.3725121782209856,-0.03660000000000002,0.3982,0.3725121782209856,-0.03660000000000002,49-9062
29-2034.00,Radiologic Technologists and Technicians,0.4347,0.4187,0.18351820115803727,-0.01599999999999996,0.3746,0.3831936431911048,-0.06009999999999999,29-2034
29-2011.02,Cytotechnologists,0.4336,0.3842,0.21614732549920468,-0.0494,0.3842,0.21614732549920468,-0.0494,29-2011
39-3011.00,Gambling Dealers,0.4314,0.43,0.0278900327097349,-0.0014000000000000123,0.43,0.0278900327097349,-0.0014000000000000123,39-3011
29-1141.03,Critical Care Nurses,0.4309,0.4239,0.06980377815522969,-0.007000000000000006,0.4186,0.10478285721019039,-0.012299999999999978,29-1141
33-1011.00,First-Line Supervisors of Correctional Officers,0.4292,0.3964,0.18477683308315884,-0.03280000000000005,0.3964,0.18477683308315884,-0.03280000000000005,33-1011
29-1229.04,Physical Medicine and Rehabilitation Physicians,0.4287,0.4287,0.0,0.0,0.4287,0.0,0.0,29-1229
29-2081.00,"Opticians, Dispensing",0.4269,0.4099,0.16953256582212275,-0.017000000000000015,0.4022,0.220991406696584,-0.0247,29-2081
25-9043.00,"Teaching Assistants, Special Education",0.4266,0.4204,0.12321934562405601,-0.006199999999999983,0.4204,0.12321934562405601,-0.006199999999999983,25-9043
45-4023.00,Log Graders and Scalers,0.4252,0.4232,0.04148548818724682,-0.0020000000000000018,0.4141,0.10159402399139643,-0.011099999999999999,45-4023
29-2091.00,Orthotists and Prosthetists,0.4232,0.3775,0.3674469555871458,-0.04570000000000002,0.3775,0.3674469555871458,-0.04570000000000002,29-2091
31-9092.00,Medical Assistants,0.423,0.3906,0.2631843225365411,-0.032399999999999984,0.3845,0.3040801500549709,-0.03849999999999998,31-9092
29-9099.01,Midwives,0.423,0.4037,0.10587103619587995,-0.019299999999999984,0.4037,0.10587103619587995,-0.019299999999999984,29-9099
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",0.4226,0.3861,0.3120921817400649,-0.03649999999999998,0.3861,0.3120921817400649,-0.03649999999999998,39-4031
53-3053.00,Shuttle Drivers and Chauffeurs,0.4221,0.4186,0.07049291217939899,-0.0034999999999999476,0.3858,0.2893018775018033,-0.0363,53-3053
33-3051.00,Police and Sheriff's Patrol Officers,0.421,0.3761,0.2747489321206831,-0.044899999999999995,0.3761,0.2747489321206831,-0.044899999999999995,33-3051
13-1074.00,Farm Labor Contractors,0.42,0.42,0.0,0.0,0.42,0.0,0.0,13-1074
33-9011.00,Animal Control Workers,0.4173,0.4074,0.13021748438824163,-0.00990000000000002,0.4074,0.13021748438824163,-0.00990000000000002,33-9011
29-1211.00,Anesthesiologists,0.4171,0.4171,0.0,0.0,0.4171,0.0,0.0,29-1211
51-9151.00,Photographic Process Workers and Processing Machine Operators,0.4156,0.4,0.22345189297453677,-0.015600000000000003,0.3661,0.44914972732932007,-0.049500000000000044,51-9151
27-4021.00,Photographers,0.414,0.3804,0.3778033640642047,-0.03359999999999996,0.3461,0.4756674550139966,-0.06789999999999996,27-4021
27-1012.00,Craft Artists,0.4117,0.3919,0.39648885450006005,-0.019799999999999984,0.3919,0.39648885450006005,-0.019799999999999984,27-1012
29-2032.00,Diagnostic Medical Sonographers,0.4114,0.359,0.22404349841518828,-0.0524,0.3152,0.433935944944215,-0.09620000000000001,29-2032
25-4013.00,Museum Technicians and Conservators,0.41,0.3681,0.3684172181507098,-0.04189999999999999,0.3681,0.3684172181507098,-0.04189999999999999,25-4013
51-5111.00,Prepress Technicians and Workers,0.4087,0.4038,0.07299655563507099,-0.0049000000000000155,0.3467,0.42011023024066607,-0.062,51-5111
31-2011.00,Occupational Therapy Assistants,0.4083,0.3985,0.135410582344624,-0.009799999999999975,0.3985,0.135410582344624,-0.009799999999999975,31-2011
47-2231.00,Solar Photovoltaic Installers,0.4077,0.3916,0.3210528539415237,-0.016100000000000003,0.3916,0.3210528539415237,-0.016100000000000003,47-2231
51-9071.06,Gem and Diamond Workers,0.4046,0.3894,0.15552514577250673,-0.015199999999999991,0.3894,0.15552514577250673,-0.015199999999999991,51-9071
49-9041.00,Industrial Machinery Mechanics,0.4031,0.3859,0.27185875228021794,-0.017199999999999993,0.3859,0.27185875228021794,-0.017199999999999993,49-9041
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.4021,0.3843,0.31032007669362,-0.017800000000000038,0.3808,0.33339815015844315,-0.021299999999999986,49-2022
51-8092.00,Gas Plant Operators,0.4016,0.3899,0.10505483004840478,-0.011699999999999988,0.3304,0.4026691567652089,-0.07119999999999999,51-8092
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.4006,0.3762,0.3437682627750429,-0.024400000000000033,0.369,0.39157633915753925,-0.03160000000000002,49-2011
29-2031.00,Cardiovascular Technologists and Technicians,0.4002,0.3842,0.09441208880687857,-0.016000000000000014,0.36,0.2517522103818402,-0.040200000000000014,29-2031
33-3012.00,Correctional Officers and Jailers,0.3996,0.3672,0.22064840067721328,-0.032399999999999984,0.3624,0.2529432369113036,-0.03720000000000001,33-3012
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,0.3984,0.3902,0.16503549924653188,-0.008199999999999985,0.3413,0.41516413296878507,-0.057099999999999984,53-3032
53-3052.00,"Bus Drivers, Transit and Intercity",0.3976,0.3926,0.09943221498622953,-0.0050000000000000044,0.3655,0.28043186185717506,-0.03210000000000002,53-3052
33-9094.00,School Bus Monitors,0.3972,0.3944,0.05555555555555555,-0.0028000000000000247,0.3861,0.1111111111111111,-0.011099999999999999,33-9094
53-3054.00,Taxi Drivers,0.3969,0.3906,0.125,-0.006299999999999972,0.3625,0.3125,-0.034399999999999986,53-3054
39-6012.00,Concierges,0.3959,0.3887,0.14465078151125582,-0.007199999999999984,0.3887,0.14465078151125582,-0.007199999999999984,39-6012
37-2021.00,Pest Control Workers,0.3954,0.363,0.3604731849637658,-0.032399999999999984,0.351,0.4404005234842149,-0.044399999999999995,37-2021
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.3944,0.3944,0.017505930328119503,0.0,0.3881,0.059812250026742265,-0.006299999999999972,33-9092
19-4051.00,Nuclear Technicians,0.3944,0.389,0.08548060797777607,-0.00539999999999996,0.389,0.08548060797777607,-0.00539999999999996,19-4051
53-3051.00,"Bus Drivers, School",0.3943,0.3819,0.12163348910528837,-0.012399999999999967,0.3418,0.388864319856147,-0.05249999999999999,53-3051
27-1026.00,Merchandise Displayers and Window Trimmers,0.3919,0.3415,0.4200711502293203,-0.0504,0.3266,0.46267111867880717,-0.06530000000000002,27-1026
29-1041.00,Optometrists,0.3918,0.3918,0.0,0.0,0.3918,0.0,0.0,29-1041
29-2012.00,Medical and Clinical Laboratory Technicians,0.3912,0.3576,0.3771783376049989,-0.03360000000000002,0.2875,0.4908520689997537,-0.10370000000000001,29-2012
51-2092.00,Team Assemblers,0.3892,0.3713,0.3580227716951447,-0.01789999999999997,0.3691,0.40268142546783703,-0.020100000000000007,51-2092
53-7072.00,"Pump Operators, Except Wellhead Pumpers",0.389,0.3736,0.2796043387310531,-0.015400000000000025,0.3462,0.41657516632260755,-0.042800000000000005,53-7072
53-5031.00,Ship Engineers,0.3885,0.3818,0.13433005065338915,-0.006700000000000039,0.3605,0.2577746037348845,-0.028000000000000025,53-5031
39-5091.00,"Makeup Artists, Theatrical and Performance",0.3881,0.3667,0.4284449839773123,-0.021399999999999975,0.3667,0.4284449839773123,-0.021399999999999975,39-5091
29-2035.00,Magnetic Resonance Imaging Technologists,0.387,0.387,0.0,0.0,0.3554,0.2210876408264368,-0.03160000000000002,29-2035
49-2097.00,Audiovisual Equipment Installers and Repairers,0.3857,0.3334,0.4507130409210315,-0.05230000000000001,0.3181,0.5525041701100333,-0.0676,49-2097
29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.3852,0.366,0.19798259256223213,-0.019199999999999995,0.366,0.19798259256223213,-0.019199999999999995,29-2061
27-1023.00,Floral Designers,0.3847,0.3311,0.4137349377210341,-0.05359999999999998,0.3311,0.4137349377210341,-0.05359999999999998,27-1023
19-4051.02,Nuclear Monitoring Technicians,0.3827,0.3605,0.28672994772254096,-0.022199999999999998,0.3605,0.28672994772254096,-0.022199999999999998,19-4051
29-1292.00,Dental Hygienists,0.3809,0.3739,0.0878050395982679,-0.007000000000000006,0.35,0.2341642554718212,-0.03090000000000004,29-1292
29-1081.00,Podiatrists,0.3805,0.3726,0.07900453954028669,-0.007900000000000018,0.3726,0.07900453954028669,-0.007900000000000018,29-1081
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.3801,0.3598,0.2497487108014177,-0.020299999999999985,0.3488,0.3229102903570711,-0.031299999999999994,49-9091
31-2012.00,Occupational Therapy Aides,0.3796,0.3071,0.24562294377688862,-0.07250000000000001,0.3071,0.24562294377688862,-0.07250000000000001,31-2012
35-3031.00,Waiters and Waitresses,0.3791,0.3505,0.4987533413818733,-0.028600000000000014,0.3505,0.4987533413818733,-0.028600000000000014,35-3031
19-4012.00,Agricultural Technicians,0.3783,0.3576,0.29545343845836736,-0.02070000000000005,0.3452,0.3880119706848359,-0.03310000000000002,19-4012
43-5021.00,Couriers and Messengers,0.3773,0.3622,0.3018503187883162,-0.015100000000000002,0.3231,0.42684690018056054,-0.054200000000000026,43-5021
29-2099.01,Neurodiagnostic Technologists,0.3767,0.3613,0.11568781795467983,-0.01539999999999997,0.3613,0.11568781795467983,-0.01539999999999997,29-2099
31-9093.00,Medical Equipment Preparers,0.3761,0.3494,0.4582894011501751,-0.0267,0.3259,0.525510130173849,-0.05019999999999997,31-9093
51-5112.00,Printing Press Operators,0.3744,0.3209,0.4977071998624422,-0.05349999999999999,0.3062,0.5872071955364776,-0.06819999999999998,51-5112
33-9032.00,Security Guards,0.373,0.2883,0.360394939446825,-0.0847,0.2419,0.5280268365739058,-0.1311,33-9032
29-1124.00,Radiation Therapists,0.3728,0.3378,0.12576722034379492,-0.03500000000000003,0.3235,0.23005682059222746,-0.04930000000000001,29-1124
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.3727,0.3542,0.20929980994069178,-0.01849999999999996,0.3267,0.3468351735678738,-0.045999999999999985,51-8093
53-7071.00,Gas Compressor and Gas Pumping Station Operators,0.3724,0.3517,0.24654714466539876,-0.020699999999999996,0.2551,0.6676798730404443,-0.11730000000000002,53-7071
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",0.3724,0.3698,0.051169863602956035,-0.002599999999999991,0.3698,0.051169863602956035,-0.002599999999999991,53-6051
51-8091.00,Chemical Plant and System Operators,0.3722,0.3504,0.12462814690821512,-0.021799999999999986,0.3113,0.3673897649727639,-0.060899999999999954,51-8091
